,X1,X2,y
0,-0.08616688191921151,0.10465989212558624,0
1,-0.18306191731579702,-0.08584364566342684,0
2,-0.14199043404296907,0.2955716942726915,1
4,0.016887845418916747,0.42910245168565375,1
5,0.040900694152721906,0.3978197282469459,1
6,-0.24999973269556808,0.18256698925787695,1
7,-0.16778816149504805,-0.25456544338751796,1
8,0.2309714166421979,-0.38581671100096526,1
9,0.3068193469090613,-0.21543943228643814,1
10,0.3901473841837698,0.11056515154098401,1
14,0.10187934253783515,0.004082498323914829,0
15,-0.06288441032259307,0.3195608211166666,1
17,0.13187752230294525,-0.13593067979460216,0
18,0.13467049763212757,-0.3673927404411268,1
19,0.4113309589841111,0.057974465674266895,1
20,0.3612811286091111,-0.022935911856424185,1
22,0.4170725384422497,0.06284367030718818,1
23,-0.28037421662606377,-0.39242790583271214,1
24,0.3835452333641082,-0.10173462408655387,1
25,0.24216341776974082,0.08815119211350864,1
26,-0.25382540994121405,-0.177049014405535,1
27,0.34991969054322525,0.11517381963840734,1
28,-0.28486531134257376,0.15801052135150206,1
29,0.2326038516558211,-0.029115812277740516,0
30,0.3860141476176585,0.05593688398802055,1
31,-0.06412669685525407,-0.07266838541372822,0
32,0.41704810423015737,0.24483009754564833,1
33,0.3909544473682943,-0.28313032446469266,1
34,0.11967426332250408,-0.10237821701637373,0
35,-0.3267968928100047,0.15465943247040959,1
36,-0.2515594261135715,0.22861478327195994,1
39,0.46448345411938796,0.08520218435241711,1
40,0.052085070223301444,-0.2497895897671213,1
42,-0.27800310272252704,0.22895911919511347,1
43,0.23190477587574454,-0.3955525882374581,1
45,0.057847292983244314,-0.24921641718118082,1
46,-0.39024086712533657,-0.2710307546048357,1
47,-0.0767347093673364,0.08688382454483512,0
48,0.30733720162806344,0.230085816457811,1
49,0.05850328575345698,-0.09227686061084894,0
50,0.09801563485206999,0.46983752640972054,1
52,-0.1380886843995479,-0.4189856870307278,1
54,0.20703755930252477,0.2809402850149467,1
57,0.40349733757304784,0.13085529402499296,1
58,0.25701441349749776,-0.33511102628425027,1
60,-0.4316230160586677,0.10130920002274879,1
61,0.1603190512830429,0.08162266958809794,0
62,0.33726060754728426,0.030875127770547017,1
64,-0.1477802849290898,0.10224596275530728,0
65,0.3678223599548216,0.029103045132025995,1
66,0.0007302404148498143,0.3491933078481818,1
67,0.22697438631949174,-0.05486267989650351,0
68,-0.33780183729999924,0.20327734109601447,1
69,-0.3278063527845423,-0.02101269568343589,1
70,0.17214718388385397,0.3912389065587737,1
71,0.20070556202391898,0.08459355057127815,0
72,-0.41848409859656066,0.124927511400579,1
73,-0.01656769228219257,0.44465886910870955,1
75,-0.09913355121385425,-0.2315316161845411,1
76,-0.13882195644695094,0.4160514287315603,1
77,0.23441955431622796,0.2271024471385502,1
78,0.11327395207325164,-0.1428304679280219,0
79,-0.3897308778301021,-0.16970329497036785,1
80,0.26275730512274,-0.03018276257280117,1
82,-0.3886195337297532,0.03651707826163164,1
83,-0.13684944143076083,-0.1542679537921411,0
85,-0.08959459498799172,-0.20685011783425766,0
86,-0.26127211293222485,0.1516155179826706,1
87,-0.03789485953151439,-0.06379030676362174,0
89,0.43720564444420873,0.1944989322781091,1
90,0.38941587284118984,0.31140332259511627,1
91,-0.16348386452914743,-0.2864812125142914,1
92,0.20240102048489428,0.07464036849227573,0
94,0.26887962298107404,-0.026769773265858277,1
95,-0.22080146513242693,-0.40119375449046435,1
96,-0.1300933681529779,-0.15920390785438054,0
98,-0.361107319798431,0.058815106979398735,1
99,0.01412071000081494,0.4335691013638071,1
100,0.025899971954765677,-0.3932513307331811,1
102,-0.33308141630696575,0.36788230348265993,1
103,0.14905871029090811,-0.3312415835472874,1
104,-0.1875148476936277,0.4251353337278373,1
105,0.4381352158874645,0.06381093607597432,1
106,-0.25639169371811454,0.26828299181344806,1
107,0.1008483158197453,0.022770741773415315,0
108,0.16044820856714948,0.43783073957662333,1
109,-0.1676467152925062,0.013837769079242168,0
110,-0.2538209366854577,-0.05881304614945482,1
111,-0.19594456829987916,-0.3466140600848566,1
112,0.4527823010488665,-0.18063561828234098,1
114,0.10484248073523705,-0.33797701037615346,1
115,-0.4593164022482994,0.07163839199110933,1
116,0.2698155194499474,-0.17041696587299748,1
119,0.09965910952728063,0.11110047140886292,0
120,-0.24664378389158526,0.09906393761202392,1
121,-0.4125135376343564,0.23209918550500974,1
122,0.414810693197587,0.23186069637705042,1
123,0.0830701333785393,-0.35600376575385306,1
124,0.12025513774729557,0.42000226265302465,1
125,-0.3149994631974591,-0.2963675613860137,1
126,0.16695142098747173,0.017135546869468055,0
127,0.30605541420440696,0.06739165268660152,1
128,0.06210906713098796,-0.4028912896809598,1
129,-0.07383469206749971,0.38305489189281616,1
130,0.3663416855533763,-0.20441884640348695,1
131,-0.029598965865131444,0.004638161471301361,0
132,-0.1957264398055093,-0.33409810836843734,1
133,0.11889052067488548,0.14985631738055794,0
136,-0.31958977463964144,0.3557543248024462,1
137,-0.4829717214401915,0.05403215718430343,1
138,0.10369183143752603,0.4571781375384961,1
139,0.17611267773023087,0.03379049275614421,0
140,0.3499543371413214,0.15475736124239736,1
141,-0.2348260788850789,0.17434924805058905,1
142,0.3995029035051253,0.1255701341814911,1
144,-0.3611287958171415,-0.18567667698417234,1
145,0.06744135258715611,0.25603751679954656,1
146,-0.37982492678555024,-0.10945754485955017,1
147,-0.3110933982830517,0.17537268719873855,1
149,0.09335235175737044,-0.1824059424896859,0
151,-0.0523320468271955,0.3637412466327208,1
152,0.31774481733875826,0.3252159645680772,1
153,0.03520228137721659,0.14889503112526492,0
154,-0.043704923882815994,-0.07809134603165102,0
155,-0.04613512022825972,-0.2922040001739463,1
156,0.3444938567160175,0.2658743996999924,1
157,0.38360025442671664,-0.014069164751157492,1
158,-0.38047845657247104,-0.04401358666785449,1
159,-0.17026302721715958,-0.2494491630819503,1
160,-0.10192813562668324,-0.42993913676008766,1
161,0.1063971900357884,0.3300644782550076,1
162,0.03224278644456846,-0.33717632986349977,1
163,-0.199900122485686,-0.0647160811702393,0
164,0.34902079652917994,0.24726358217805877,1
165,-0.39102223780877554,0.003908791005951651,1
167,-0.0054555551900619115,-0.3645161412191088,1
168,0.038194633184542526,0.3598420350977919,1
169,-0.007244323753155202,-0.255629105298979,1
171,0.12889081807579217,0.40348257507169494,1
172,-0.19586062469003773,0.29672461566638353,1
173,-0.24141451768782274,-0.31021310859587037,1
174,-0.4046877487226507,0.21712908640169892,1
175,0.47924805554243555,-0.06904946908173215,1
176,-0.361015483410822,0.20552103916422437,1
177,-0.348339069532729,-0.31261136207544615,1
178,0.03240653688189432,-0.06424879496203217,0
180,0.22981841024966143,-0.38334213692414243,1
181,-0.19196184585588427,0.29058617978113443,1
182,0.30216797173430565,-0.3637301965303881,1
183,-0.29027699685324837,-0.3302846572289617,1
184,0.4155530699718881,0.21375660424351317,1
185,0.23993321706219384,-0.3568988567855268,1
186,0.4015721898879486,0.28651974802054136,1
187,0.23468189588455812,0.04521669035229503,0
189,0.021359747667932694,0.0480028534313548,0
190,0.08647657755160865,-0.18703548108057333,0
191,0.3333158374017886,0.2568909937019134,1
193,0.1600249591419839,0.35605730231613963,1
195,-0.1106674611547005,-0.3280594475588404,1
197,-0.2721229840896807,0.16844351888101072,1
198,0.027803184348125343,-0.2807601509412212,1
199,-0.05115992314813167,0.01949987375073492,0
200,-0.14166735585427215,-0.04629692908202132,0
202,-0.2495066314139216,-0.06489465946715156,1
203,-0.16145041196648835,-0.06881811982244956,0
204,-0.04779304224123393,0.45545072599032554,1
205,0.08460853121655454,-0.47281624787587617,1
206,-0.14436970891723777,-0.31878430041371697,1
207,-0.11674273765344123,-0.4610124378925943,1
208,0.12203831819000666,-0.03247601377833398,0
209,0.11447536841949435,-0.13656911388645676,0
210,-0.1494332072948239,0.21877263545049497,1
211,0.2535839598692382,0.4263742016885078,1
212,0.1289696985566373,0.1899728753243547,0
